Study_ID,Country,Crop_Type,IoT_Devices,Sensor_Type,Irrigation_Mode,Water_Saved_%,Yield_Change_%,Cost_Reduction_%,ML_Model_Used,Model_Accuracy_%,Evaluation_Period_Days,Data_Quality_Flag,Notes
8420,Ghana,Grapes,Soil sensors + Weather station,Humidity,Manual,35,6,9,RCNN,80,322,High,Edge device tested
8421,China,Sugarcane,Soil sensors + Weather station,Multispectral Camera,Manual,20,3,9,XGBoost,79,149,High,
8422,Egypt,Cotton,Vision camera (edge),Solar Radiation,Sprinkler,30,9,16,LightGBM,82,263,Medium,
8423,USA,Mango,Soil sensors + Drones,Humidity,Drip + Sensor-driven,28,3,7,XGBoost,80,93,High,
8424,India,Cotton,Soil sensors + Drones,Soil Temperature,Cloud-auto (scheduled),31,15,13,LightGBM,81,340,High,Edge device tested
8425,Egypt,Cotton,Solar-powered sensors,EC (salinity),Drip + Sensor-driven,43,2,13,Linear Regression,67,175,Medium,Edge device tested
8426,India,Soybean,Soil sensors,Air Temp,Drip,36,5,15,Ensemble,80,47,High,
8427,Spain,Maize,Drones (NDVI),Humidity,Manual,24,6,7,LightGBM,82,313,Medium,
8428,Ghana,Wheat,Soil sensors,NDVI,Drip + Sensor-driven,23,5,10,CNN,83,120,High,
8429,India,Potato,Solar-powered sensors,Soil Moisture,Manual,30,17,18,CNN,98,151,Medium,
8430,India,Soybean,Solar-powered sensors,Air Temp,Cloud-auto (scheduled),33,-3,11,Ensemble,84,111,High,
8431,India,Rice,Cloud-connected sensors,Humidity,Flood,20,10,9,LightGBM,76,304,High,Dry season
8432,China,Maize,Solar-powered sensors,Multispectral Camera,Micro-irrigation,38,5,9,Reinforcement Learning (A2C),73,183,Medium,
8433,Portugal,Cotton,Soil sensors + Weather station,EC (salinity),Micro-irrigation,31,0,8,Reinforcement Learning (A2C),58,263,Medium,High sensor drift
8434,China,Grapes,Vision camera (edge),Soil Moisture,Micro-irrigation,32,15,17,Ensemble,78,174,High,Pilot plot
8435,Brazil,Tomato,Weather station,Soil Moisture,Manual,29,15,13,Random Forest,76,293,High,
8436,China,Wheat,Vision camera (edge),Solar Radiation,Cloud-auto (scheduled),36,23,19,Ensemble,80,54,High,
8437,Ghana,Date Palm,Cloud-connected sensors,Multispectral Camera,Drip,25,18,9,XGBoost,83,303,High,
8438,China,Mango,Edge device + Vision,EC (salinity),Cloud-auto (scheduled),23,8,12,KNN,80,153,Medium,
8439,China,Maize,Cloud-connected sensors,Soil Moisture,Sprinkler,38,4,14,CNN,98,217,Medium,High sensor drift
8440,China,Cotton,Soil sensors + Weather station,NDVI,Micro-irrigation,36,7,8,XGBoost,74,147,Low,
8441,Brazil,Wheat,Soil sensors + Drones,Air Temp,Sprinkler,28,2,12,XGBoost,85,89,High,
8442,Bangladesh,Soybean,Solar-powered sensors,Solar Radiation,Sprinkler + Auto,24,13,9,Random Forest,81,352,Medium,
8443,India,Tomato,Edge device + Vision,NDVI,Micro-irrigation,33,5,14,Reinforcement Learning (A2C),65,149,Low,
8444,Egypt,Potato,Soil sensors + Weather station,Humidity,Drip + Sensor-driven,25,6,5,Random Forest,75,279,Medium,
8445,Brazil,Grapes,Soil sensors + Weather station,Soil Moisture,Micro-irrigation,36,9,19,XGBoost,73,215,High,
8446,Australia,Potato,Soil sensors,Humidity,Drip,30,4,9,KNN,81,85,Medium,
8447,Bangladesh,Grapes,Weather station,Soil Temperature,Drip,31,2,7,RCNN,83,342,High,Smallholder field
8448,India,Potato,Drones (NDVI),Soil Temperature,Sprinkler,37,9,14,Ensemble,91,327,High,
8449,South Africa,Maize,Vision camera (edge),NDVI,Sprinkler,34,-2,13,Ensemble,78,75,High,
8450,Portugal,Soybean,Vision camera (edge),Soil Moisture,Flood,17,3,9,RCNN,80,92,High,
8451,India,Mango,Soil sensors,Soil Moisture,Flood,15,-4,6,Random Forest,93,68,High,
8452,USA,Wheat,Edge device + Vision,Soil Moisture,Flood,30,5,8,Ensemble,76,282,Medium,
8453,Brazil,Wheat,Soil sensors + Weather station,Multispectral Camera,Drip,33,18,17,Ensemble,77,88,High,Edge device tested
8454,Ghana,Wheat,Drones (NDVI),Humidity,Micro-irrigation,32,9,10,Linear Regression,57,270,Medium,High sensor drift
8455,Brazil,Date Palm,Weather station,Soil Temperature,Drip,33,7,16,LightGBM,90,112,High,
8456,Egypt,Grapes,Soil sensors + Drones,NDVI,Drip,27,0,8,LightGBM,76,153,Medium,
8457,Ghana,Date Palm,Soil sensors + Drones,Air Temp,Drip,37,9,11,LightGBM,89,312,High,Edge device tested
8458,India,Soybean,Soil sensors,Multispectral Camera,Sprinkler + Auto,28,2,13,LightGBM,80,358,High,
8459,Bangladesh,Maize,Weather station,EC (salinity),Manual,23,6,8,LightGBM,82,74,Medium,Cloud outage recorded
8460,India,Date Palm,Drones (NDVI),EC (salinity),Manual,19,13,7,Random Forest,90,272,Low,Dry season
8461,South Africa,Mango,Drones (NDVI),NDVI,Manual,22,3,10,Linear Regression,62,147,High,Long-term monitoring
8462,Ghana,Millet,Solar-powered sensors,EC (salinity),Micro-irrigation,30,7,8,Ensemble,82,235,Medium,Smallholder field
8463,Egypt,Grapes,Edge device + Vision,Solar Radiation,Manual,14,6,5,XGBoost,86,258,Medium,
8464,China,Date Palm,NodeMCU + LoRa,Soil Temperature,Drip + Sensor-driven,36,8,11,LightGBM,87,34,High,
8465,India,Date Palm,Soil sensors,NDVI,Manual,30,4,16,CNN,85,365,High,
8466,South Africa,Sorghum,Drones (NDVI),Multispectral Camera,Flood,21,2,10,CNN,85,298,High,
8467,China,Mango,Soil sensors + Weather station,Air Temp,Flood,20,9,7,Linear Regression,74,253,Low,
8468,USA,Date Palm,Drones (NDVI),Soil Moisture,Manual,37,11,11,Linear Regression,71,211,High,
8469,China,Soybean,Soil sensors + Drones,Air Temp,Micro-irrigation,27,1,15,XGBoost,96,204,High,
8470,USA,Potato,Soil sensors + Weather station,NDVI,Drip,31,12,15,CNN,81,78,Medium,
8471,Ghana,Wheat,Cloud-connected sensors,Soil Moisture,Drip + Sensor-driven,27,2,13,Ensemble,77,117,High,Smallholder field
8472,India,Tomato,NodeMCU + LoRa,Soil Moisture,Cloud-auto (scheduled),24,13,6,Ensemble,85,133,Medium,Long-term monitoring
8473,Spain,Maize,Drones (NDVI),Soil Moisture,Micro-irrigation,42,3,20,LightGBM,68,133,High,
8474,South Africa,Millet,NodeMCU + LoRa,Multispectral Camera,Sprinkler + Auto,33,7,16,KNN,67,247,Medium,
8475,Egypt,Soybean,Drones (NDVI),Multispectral Camera,Manual,17,11,8,Linear Regression,78,358,Medium,
8476,USA,Wheat,Drones (NDVI),EC (salinity),Cloud-auto (scheduled),29,9,8,XGBoost,78,363,Low,
8477,Australia,Soybean,Weather station,Humidity,Sprinkler,35,10,20,Random Forest,91,145,High,High rainfall during eval period
8478,Bangladesh,Sugarcane,Weather station,Solar Radiation,Drip + Sensor-driven,29,5,15,Linear Regression,70,125,High,Pilot plot
8479,USA,Potato,Soil sensors,Soil Moisture,Flood,21,-5,6,LightGBM,93,216,High,
8480,Bangladesh,Mango,Drones (NDVI),Soil Temperature,Cloud-auto (scheduled),28,10,9,Linear Regression,72,281,High,
8481,Portugal,Date Palm,Drones (NDVI),NDVI,Flood,23,7,12,RCNN,85,36,High,Pilot plot
8482,India,Date Palm,Soil sensors,Air Temp,Cloud-auto (scheduled),33,15,16,Random Forest,87,151,High,
8483,China,Mango,Soil sensors + Drones,EC (salinity),Flood,25,21,10,Random Forest,83,84,High,Pilot plot
8484,China,Tomato,Drones (NDVI),Solar Radiation,Manual,27,10,6,Reinforcement Learning (A2C),66,314,High,Long-term monitoring
8485,India,Sorghum,Soil sensors,NDVI,Drip + Sensor-driven,34,10,17,XGBoost,78,64,High,
8486,Bangladesh,Rice,Solar-powered sensors,Solar Radiation,Cloud-auto (scheduled),17,11,4,LightGBM,82,325,High,High rainfall during eval period
8487,Ghana,Sugarcane,Soil sensors,EC (salinity),Drip,26,17,6,Random Forest,83,144,High,Edge device tested
8488,USA,Soybean,Soil sensors + Weather station,Solar Radiation,Drip,34,4,17,Random Forest,88,303,High,Long-term monitoring
8489,Ghana,Grapes,Soil sensors + Weather station,Humidity,Drip,30,16,13,LightGBM,96,240,Medium,Cloud outage recorded
8490,India,Grapes,Soil sensors + Weather station,Soil Temperature,Flood,19,10,11,Ensemble,82,280,Medium,Pilot plot
8491,Australia,Sugarcane,Edge device + Vision,Air Temp,Sprinkler,32,2,17,LightGBM,72,74,Medium,
8492,China,Tomato,Drones (NDVI),Humidity,Manual,21,5,12,LightGBM,91,260,High,
8493,China,Date Palm,Weather station,Solar Radiation,Drip + Sensor-driven,45,12,19,Ensemble,74,235,High,
8494,India,Potato,NodeMCU + LoRa,Soil Moisture,Manual,26,7,6,Random Forest,86,200,High,Dry season
8495,Egypt,Sorghum,Soil sensors + Weather station,Solar Radiation,Sprinkler + Auto,24,10,5,LightGBM,91,186,High,Smallholder field
8496,India,Sorghum,Drones (NDVI),Soil Moisture,Micro-irrigation,40,9,15,Ensemble,78,281,Medium,Smallholder field
8497,Australia,Tomato,Soil sensors,NDVI,Sprinkler,38,11,12,CNN,92,305,High,
8498,Australia,Maize,NodeMCU + LoRa,Multispectral Camera,Sprinkler + Auto,26,23,11,KNN,52,160,Low,
8499,Bangladesh,Grapes,Soil sensors + Weather station,Soil Moisture,Sprinkler,23,6,8,Reinforcement Learning (A2C),79,314,High,
8500,Australia,Soybean,Soil sensors,NDVI,Micro-irrigation,31,4,17,Random Forest,78,172,High,Dry season
8501,USA,Date Palm,Soil sensors + Weather station,Soil Temperature,Sprinkler,27,7,10,XGBoost,70,213,High,
8502,Brazil,Maize,Edge device + Vision,Solar Radiation,Manual,34,0,15,Ensemble,82,82,Medium,Dry season
8503,Bangladesh,Grapes,Drones (NDVI),Soil Moisture,Drip,37,7,14,Linear Regression,89,115,Medium,
8504,South Africa,Date Palm,Solar-powered sensors,EC (salinity),Drip + Sensor-driven,25,5,12,Random Forest,88,302,High,
8505,USA,Wheat,Soil sensors,EC (salinity),Drip + Sensor-driven,16,11,9,XGBoost,74,356,High,
8506,India,Sorghum,Soil sensors + Weather station,Solar Radiation,Manual,37,5,19,Ensemble,77,97,Medium,
8507,USA,Maize,Soil sensors,Solar Radiation,Sprinkler + Auto,29,5,9,Reinforcement Learning (A2C),78,281,High,
8508,USA,Sorghum,NodeMCU + LoRa,Soil Moisture,Drip,22,10,11,Reinforcement Learning (A2C),85,284,High,Cloud outage recorded
8509,India,Potato,Solar-powered sensors,Soil Temperature,Drip + Sensor-driven,39,14,15,Linear Regression,72,61,High,High rainfall during eval period
8510,China,Cotton,Edge device + Vision,Soil Temperature,Sprinkler,33,17,11,Ensemble,97,134,Medium,
8511,India,Wheat,Weather station,Solar Radiation,Cloud-auto (scheduled),22,15,8,Random Forest,83,282,High,
8512,USA,Cotton,Drones (NDVI),NDVI,Sprinkler,33,11,13,RCNN,74,168,High,
8513,Australia,Date Palm,Soil sensors + Weather station,Solar Radiation,Cloud-auto (scheduled),25,7,7,CNN,82,87,Medium,Solar powered
8514,India,Millet,Soil sensors + Weather station,Multispectral Camera,Micro-irrigation,29,10,14,Ensemble,90,110,Medium,
8515,USA,Sugarcane,NodeMCU + LoRa,NDVI,Micro-irrigation,29,5,12,KNN,67,65,High,
8516,Portugal,Sugarcane,NodeMCU + LoRa,Soil Temperature,Cloud-auto (scheduled),28,22,14,LightGBM,77,60,High,
8517,India,Date Palm,Soil sensors + Drones,Multispectral Camera,Cloud-auto (scheduled),27,8,10,RCNN,74,74,High,
8518,Australia,Wheat,Weather station,Humidity,Manual,17,14,7,Random Forest,75,237,Medium,
8519,Spain,Maize,Drones (NDVI),Solar Radiation,Cloud-auto (scheduled),25,10,14,Ensemble,87,349,High,
8520,India,Sugarcane,NodeMCU + LoRa,Humidity,Manual,21,10,7,Random Forest,92,254,Medium,Long-term monitoring
8521,USA,Wheat,Weather station,Solar Radiation,Drip,26,7,5,Random Forest,79,211,High,
8522,Bangladesh,Wheat,Soil sensors,Air Temp,Manual,27,3,14,LightGBM,94,336,High,
8523,India,Mango,Weather station,Humidity,Cloud-auto (scheduled),41,9,18,XGBoost,73,109,Medium,High sensor drift
8524,India,Millet,Cloud-connected sensors,Multispectral Camera,Manual,32,6,14,Random Forest,81,230,Medium,Smallholder field
8525,South Africa,Wheat,Weather station,Air Temp,Cloud-auto (scheduled),37,8,10,Random Forest,73,123,High,
8526,India,Cotton,NodeMCU + LoRa,Solar Radiation,Manual,26,15,13,LightGBM,84,215,High,
8527,Bangladesh,Sorghum,Solar-powered sensors,NDVI,Micro-irrigation,27,15,8,XGBoost,83,197,High,Long-term monitoring
8528,USA,Tomato,Drones (NDVI),Multispectral Camera,Manual,28,1,16,LightGBM,79,196,High,
8529,Brazil,Sorghum,Weather station,EC (salinity),Sprinkler + Auto,37,3,19,XGBoost,84,69,High,
8530,India,Sorghum,Soil sensors,EC (salinity),Manual,30,12,11,Linear Regression,80,143,Medium,Long-term monitoring
8531,Australia,Millet,NodeMCU + LoRa,Multispectral Camera,Sprinkler,34,12,12,Linear Regression,64,214,Medium,High rainfall during eval period
8532,China,Potato,Vision camera (edge),Solar Radiation,Manual,20,5,10,Random Forest,83,334,High,
8533,South Africa,Sugarcane,Soil sensors + Weather station,Soil Moisture,Drip,33,1,10,Linear Regression,77,82,High,High sensor drift
8534,India,Potato,NodeMCU + LoRa,Humidity,Drip,30,10,13,Linear Regression,73,254,High,High rainfall during eval period
8535,Australia,Mango,Soil sensors + Weather station,Soil Moisture,Drip + Sensor-driven,33,12,19,XGBoost,73,170,High,Long-term monitoring
8536,Bangladesh,Millet,Cloud-connected sensors,Humidity,Drip,41,17,23,Random Forest,82,49,High,
8537,Bangladesh,Soybean,Soil sensors,Soil Moisture,Micro-irrigation,36,14,12,XGBoost,89,169,Medium,Pilot plot
8538,China,Soybean,Weather station,Solar Radiation,Drip + Sensor-driven,31,13,7,Ensemble,89,212,Medium,Pilot plot
8539,Egypt,Date Palm,Edge device + Vision,Air Temp,Manual,34,23,20,Linear Regression,63,71,High,Long-term monitoring
8540,Spain,Date Palm,Weather station,Humidity,Flood,27,10,10,XGBoost,80,118,High,
8541,India,Rice,Soil sensors + Drones,Soil Temperature,Drip + Sensor-driven,35,21,9,Random Forest,81,345,High,Dry season
8542,India,Cotton,Edge device + Vision,Humidity,Sprinkler + Auto,25,17,11,Linear Regression,63,248,High,High rainfall during eval period
8543,India,Sorghum,Cloud-connected sensors,EC (salinity),Sprinkler + Auto,28,-5,13,Random Forest,88,188,Low,
8544,USA,Tomato,Vision camera (edge),Solar Radiation,Sprinkler,28,9,7,Random Forest,85,204,Medium,
8545,China,Grapes,NodeMCU + LoRa,Solar Radiation,Drip + Sensor-driven,40,18,21,LightGBM,82,91,High,Smallholder field
8546,Australia,Tomato,Edge device + Vision,Humidity,Sprinkler + Auto,24,11,6,XGBoost,80,359,High,Solar powered
8547,India,Mango,Soil sensors,Solar Radiation,Micro-irrigation,29,14,17,Ensemble,76,262,Medium,
8548,Australia,Maize,Soil sensors + Drones,Soil Temperature,Flood,30,3,14,Random Forest,77,315,High,
8549,USA,Mango,Weather station,Multispectral Camera,Micro-irrigation,32,11,17,LightGBM,77,99,High,
8550,Brazil,Soybean,Solar-powered sensors,Multispectral Camera,Flood,25,5,15,KNN,80,345,Medium,
8551,USA,Sugarcane,Vision camera (edge),Multispectral Camera,Flood,15,4,4,Linear Regression,66,177,Low,
8552,Egypt,Date Palm,Weather station,NDVI,Sprinkler + Auto,30,9,10,RCNN,85,303,Medium,Dry season
8553,India,Millet,Solar-powered sensors,Solar Radiation,Manual,17,2,5,RCNN,82,176,Medium,
8554,Bangladesh,Soybean,Cloud-connected sensors,Humidity,Drip,38,3,16,CNN,77,337,Medium,
8555,India,Rice,Soil sensors + Drones,NDVI,Drip,36,0,21,Random Forest,81,211,Medium,Solar powered
8556,Australia,Sorghum,Weather station,Soil Moisture,Manual,20,9,11,RCNN,81,193,High,Edge device tested
8557,India,Maize,Cloud-connected sensors,Air Temp,Sprinkler,24,12,6,Linear Regression,86,196,Medium,
8558,India,Grapes,Vision camera (edge),Multispectral Camera,Drip + Sensor-driven,32,7,9,Ensemble,80,66,High,
8559,Ghana,Soybean,Soil sensors + Drones,Soil Temperature,Cloud-auto (scheduled),31,14,9,Random Forest,89,280,Low,High sensor drift
8560,Brazil,Grapes,Soil sensors,Soil Moisture,Micro-irrigation,36,8,20,XGBoost,90,202,High,
8561,India,Rice,Soil sensors,Soil Temperature,Drip,33,11,11,XGBoost,70,251,High,Long-term monitoring
8562,China,Millet,Vision camera (edge),Soil Moisture,Manual,36,10,11,XGBoost,78,206,High,
8563,India,Wheat,Soil sensors + Weather station,Soil Moisture,Sprinkler,30,4,17,Linear Regression,68,55,Medium,
8564,Brazil,Soybean,Soil sensors,Soil Temperature,Drip + Sensor-driven,28,11,11,Random Forest,97,331,High,
8565,China,Maize,Weather station,EC (salinity),Drip,34,9,8,KNN,66,119,Medium,Smallholder field
8566,India,Millet,Soil sensors + Weather station,Soil Temperature,Flood,26,5,10,Ensemble,80,293,High,
8567,India,Date Palm,Solar-powered sensors,Soil Moisture,Drip,27,0,7,XGBoost,87,65,Medium,Edge device tested
8568,India,Cotton,Soil sensors,Soil Moisture,Cloud-auto (scheduled),32,11,13,Random Forest,90,63,High,
8569,Ghana,Rice,Soil sensors,Multispectral Camera,Manual,33,1,12,CNN,82,267,High,Cloud outage recorded
8570,India,Potato,Vision camera (edge),Air Temp,Cloud-auto (scheduled),32,15,16,Random Forest,79,213,Low,Solar powered
8571,Bangladesh,Soybean,Soil sensors + Weather station,Air Temp,Drip + Sensor-driven,26,15,14,Reinforcement Learning (A2C),67,277,High,Long-term monitoring
8572,Brazil,Rice,Cloud-connected sensors,Humidity,Cloud-auto (scheduled),41,7,19,Ensemble,89,244,High,
8573,Spain,Soybean,Soil sensors + Weather station,Soil Moisture,Drip,43,4,9,Reinforcement Learning (A2C),95,161,High,
8574,India,Sorghum,Soil sensors + Weather station,Solar Radiation,Drip,23,16,7,XGBoost,82,127,Medium,
8575,South Africa,Potato,Soil sensors,Humidity,Cloud-auto (scheduled),27,15,13,CNN,84,235,High,Pilot plot
8576,USA,Mango,Edge device + Vision,Soil Temperature,Sprinkler + Auto,34,4,12,Linear Regression,73,173,High,
8577,Australia,Date Palm,Edge device + Vision,Soil Temperature,Flood,22,2,9,Random Forest,87,95,Medium,
8578,Ghana,Millet,Drones (NDVI),EC (salinity),Micro-irrigation,33,0,11,LightGBM,81,190,High,
8579,India,Sorghum,Cloud-connected sensors,Air Temp,Flood,21,10,9,LightGBM,74,79,High,
8580,South Africa,Wheat,Solar-powered sensors,EC (salinity),Drip,42,22,12,CNN,83,165,Medium,
8581,Australia,Tomato,Soil sensors + Drones,Multispectral Camera,Sprinkler + Auto,34,2,14,Linear Regression,66,59,High,Long-term monitoring
8582,India,Cotton,Vision camera (edge),Soil Moisture,Sprinkler,29,10,8,CNN,94,333,High,
8583,India,Tomato,Drones (NDVI),EC (salinity),Manual,40,17,23,Ensemble,76,75,Low,
8584,Brazil,Sugarcane,Soil sensors + Drones,Air Temp,Drip,36,7,8,Linear Regression,75,280,High,Smallholder field
8585,Spain,Mango,Drones (NDVI),Humidity,Flood,27,15,7,XGBoost,73,216,High,Edge device tested
8586,India,Rice,Soil sensors,Air Temp,Cloud-auto (scheduled),34,4,14,LightGBM,74,332,High,
8587,Australia,Cotton,Weather station,NDVI,Drip + Sensor-driven,31,17,10,LightGBM,86,330,Medium,
8588,China,Millet,Weather station,Solar Radiation,Drip,34,4,19,Random Forest,78,365,Low,
8589,USA,Millet,Drones (NDVI),Solar Radiation,Manual,24,9,13,RCNN,76,293,High,High sensor drift
8590,Brazil,Date Palm,Soil sensors + Weather station,Soil Temperature,Flood,16,17,5,Random Forest,91,236,Medium,Smallholder field
8591,China,Mango,NodeMCU + LoRa,Humidity,Flood,23,2,10,KNN,72,236,High,
8592,India,Maize,NodeMCU + LoRa,EC (salinity),Sprinkler + Auto,35,6,20,LightGBM,83,299,High,
8593,Bangladesh,Grapes,Soil sensors + Drones,Solar Radiation,Sprinkler,35,0,20,CNN,87,323,High,
8594,South Africa,Soybean,Weather station,Air Temp,Drip + Sensor-driven,37,12,19,LightGBM,84,38,Medium,
8595,Brazil,Sorghum,Soil sensors + Weather station,Humidity,Cloud-auto (scheduled),38,16,10,Random Forest,69,136,High,
8596,USA,Potato,Drones (NDVI),NDVI,Cloud-auto (scheduled),26,20,7,Ensemble,76,302,Medium,
8597,USA,Millet,Drones (NDVI),Soil Temperature,Micro-irrigation,31,8,10,Linear Regression,78,306,High,High sensor drift
8598,India,Cotton,Soil sensors + Weather station,Air Temp,Manual,27,3,7,CNN,91,227,Medium,
8599,India,Sugarcane,Drones (NDVI),Air Temp,Manual,37,16,15,LightGBM,80,60,Medium,
8600,Brazil,Rice,Weather station,Soil Temperature,Drip,23,12,8,XGBoost,85,86,High,
8601,India,Sugarcane,Soil sensors,Humidity,Sprinkler,34,15,19,Linear Regression,72,350,High,Edge device tested
8602,Egypt,Tomato,Edge device + Vision,NDVI,Drip + Sensor-driven,33,13,12,LightGBM,86,112,Low,
8603,South Africa,Grapes,Weather station,Solar Radiation,Sprinkler + Auto,40,22,12,CNN,85,144,Medium,
8604,Brazil,Tomato,Drones (NDVI),EC (salinity),Manual,22,7,6,Ensemble,76,36,High,
8605,China,Rice,Drones (NDVI),Soil Moisture,Drip + Sensor-driven,35,11,15,Random Forest,76,297,Medium,Dry season
8606,USA,Wheat,Soil sensors,Multispectral Camera,Micro-irrigation,24,4,7,XGBoost,76,286,High,
8607,India,Soybean,Soil sensors,Humidity,Flood,10,10,5,Random Forest,73,216,High,Long-term monitoring
8608,Ghana,Maize,Soil sensors,Soil Temperature,Micro-irrigation,31,8,8,LightGBM,92,189,Medium,
8609,India,Sugarcane,Soil sensors,Soil Moisture,Sprinkler,31,6,15,Random Forest,68,167,Medium,Dry season
8610,India,Cotton,Weather station,NDVI,Sprinkler + Auto,28,22,15,CNN,80,351,Medium,Smallholder field
8611,Ghana,Date Palm,Solar-powered sensors,Soil Moisture,Micro-irrigation,22,12,5,XGBoost,85,291,High,Cloud outage recorded
8612,India,Date Palm,Soil sensors,Soil Temperature,Sprinkler + Auto,22,9,11,CNN,77,51,Medium,
8613,Egypt,Wheat,Soil sensors + Weather station,Soil Temperature,Drip + Sensor-driven,36,2,16,Linear Regression,79,38,High,Edge device tested
8614,India,Sugarcane,Soil sensors + Drones,Solar Radiation,Drip,30,3,16,Random Forest,92,168,High,Cloud outage recorded
8615,Spain,Soybean,Soil sensors + Drones,Air Temp,Sprinkler,33,13,15,LightGBM,71,140,High,
8616,India,Potato,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),21,4,11,KNN,75,350,High,
8617,India,Tomato,NodeMCU + LoRa,Air Temp,Manual,37,1,15,XGBoost,94,204,High,Edge device tested
8618,India,Sorghum,Weather station,Air Temp,Drip,32,1,7,LightGBM,87,35,High,High sensor drift
8619,China,Millet,Solar-powered sensors,Humidity,Micro-irrigation,28,4,9,RCNN,82,126,Medium,High rainfall during eval period
8620,India,Mango,Soil sensors,NDVI,Cloud-auto (scheduled),26,12,9,LightGBM,84,234,Medium,
8621,Spain,Date Palm,Soil sensors + Weather station,NDVI,Manual,29,3,8,Random Forest,69,197,High,Edge device tested
8622,China,Potato,Soil sensors + Weather station,EC (salinity),Micro-irrigation,30,5,9,CNN,87,115,High,
8623,South Africa,Sugarcane,Cloud-connected sensors,Solar Radiation,Sprinkler + Auto,24,11,6,Linear Regression,75,52,Medium,
8624,Bangladesh,Grapes,Soil sensors + Weather station,Soil Temperature,Sprinkler + Auto,31,3,12,KNN,77,150,Medium,
8625,India,Soybean,Weather station,EC (salinity),Manual,32,10,9,Linear Regression,62,208,Medium,
8626,Bangladesh,Potato,Vision camera (edge),Multispectral Camera,Sprinkler,28,1,15,Random Forest,80,220,Medium,High rainfall during eval period
8627,Australia,Mango,Drones (NDVI),Air Temp,Sprinkler + Auto,25,0,9,LightGBM,85,73,High,Solar powered
8628,India,Maize,Weather station,Air Temp,Manual,31,-4,10,CNN,93,138,High,
8629,India,Soybean,Weather station,Soil Temperature,Sprinkler + Auto,26,11,15,CNN,85,340,High,
8630,India,Soybean,Soil sensors + Drones,Air Temp,Flood,12,13,4,XGBoost,76,202,High,
8631,South Africa,Wheat,Edge device + Vision,Solar Radiation,Drip,32,12,17,Ensemble,79,140,Medium,
8632,South Africa,Millet,Weather station,Multispectral Camera,Drip,28,10,11,Reinforcement Learning (A2C),77,207,High,
8633,India,Sorghum,Soil sensors,Soil Temperature,Flood,12,6,3,CNN,85,148,High,Long-term monitoring
8634,Portugal,Wheat,Edge device + Vision,EC (salinity),Sprinkler,22,4,11,XGBoost,93,303,High,
8635,Brazil,Sorghum,Soil sensors + Weather station,Soil Temperature,Drip,29,15,11,Ensemble,81,226,High,Smallholder field
8636,Bangladesh,Cotton,Soil sensors,Air Temp,Cloud-auto (scheduled),32,7,13,CNN,72,354,High,Smallholder field
8637,USA,Potato,Soil sensors,EC (salinity),Flood,29,6,17,Linear Regression,72,120,High,High sensor drift
8638,India,Millet,Drones (NDVI),Multispectral Camera,Sprinkler + Auto,32,10,10,KNN,63,140,High,
8639,USA,Sorghum,Soil sensors,Multispectral Camera,Flood,33,5,18,Random Forest,87,350,Medium,Pilot plot
8640,USA,Tomato,Soil sensors,Air Temp,Manual,36,7,19,Linear Regression,66,132,High,
8641,India,Maize,Weather station,EC (salinity),Drip,33,-5,10,LightGBM,88,307,High,
8642,India,Millet,Drones (NDVI),Humidity,Cloud-auto (scheduled),30,15,10,XGBoost,71,251,High,Cloud outage recorded
8643,USA,Date Palm,Soil sensors + Weather station,EC (salinity),Sprinkler,27,18,9,Random Forest,76,256,Low,
8644,Bangladesh,Rice,Vision camera (edge),EC (salinity),Flood,21,0,10,CNN,83,176,High,Cloud outage recorded
8645,Brazil,Sorghum,Drones (NDVI),Multispectral Camera,Sprinkler + Auto,18,7,4,CNN,85,239,High,
8646,USA,Tomato,Soil sensors,Soil Temperature,Manual,29,8,15,LightGBM,91,180,Medium,
8647,China,Cotton,Cloud-connected sensors,NDVI,Manual,17,16,9,CNN,88,62,Medium,
8648,USA,Cotton,Soil sensors + Drones,Multispectral Camera,Drip + Sensor-driven,35,15,14,KNN,75,358,High,Pilot plot
8649,Australia,Sugarcane,Weather station,Air Temp,Manual,31,5,18,XGBoost,90,272,High,Dry season
8650,China,Soybean,Soil sensors + Weather station,Soil Moisture,Sprinkler,24,10,11,XGBoost,82,113,High,
8651,India,Wheat,Soil sensors,Air Temp,Manual,37,11,19,Random Forest,75,35,High,
8652,USA,Rice,Solar-powered sensors,Air Temp,Sprinkler,19,11,5,Ensemble,81,93,Low,
8653,Bangladesh,Sorghum,Drones (NDVI),Solar Radiation,Manual,24,17,11,Random Forest,81,342,High,
8654,India,Sugarcane,Weather station,Multispectral Camera,Flood,20,16,9,XGBoost,80,279,Low,
8655,China,Sugarcane,Soil sensors + Drones,Solar Radiation,Sprinkler + Auto,28,0,6,XGBoost,81,244,High,Cloud outage recorded
8656,Egypt,Maize,Drones (NDVI),Soil Temperature,Drip,45,6,25,RCNN,83,339,High,Pilot plot
8657,China,Wheat,Edge device + Vision,Humidity,Sprinkler + Auto,31,16,13,Random Forest,76,239,High,
8658,India,Maize,Soil sensors + Drones,Soil Temperature,Sprinkler,31,8,14,Random Forest,84,88,Medium,High rainfall during eval period
8659,Spain,Sorghum,Soil sensors + Weather station,NDVI,Drip + Sensor-driven,39,17,22,Linear Regression,80,84,High,
